,id,reading_time,flesch_reading_score,dale_chall_readability_score,total_paragraphs,avg_sentences_per_para,len_of_longest_paragraph,total_sentences,avg_words_per_sentence,len_of_longest_sentence,total_words,compulsive_hedgers,intensifiers,and_frequency,vague_words_count
15862,1305.3844v2,48.97,76.39,2.0,418,2.32,32,970,10.1,68,9794,36,0,1.77 %,11
15863,0804.4691v2,18.2,65.05,6.3,65,5.43,36,353,10.31,42,3640,12,0,2.2 %,13
15864,1305.4183v2,19.06,64.24,6.7,62,4.24,21,263,14.49,66,3812,3,2,2.15 %,19
15865,0804.0892v1,24.495,44.11,6.9,317,1.65,40,523,9.37,72,4899,6,6,2.31 %,39
15866,1305.2021v1,23.69,69.65,6.5,448,1.66,47,744,6.37,54,4738,17,1,2.76 %,43
15867,1305.2862v1,11.95,61.19,6.1,72,2.83,47,204,11.72,145,2390,11,3,2.05 %,5
15868,1305.5531v1,51.64,74.22,1.6,305,3.34,40,1019,10.14,100,10328,21,0,2.33 %,22
15869,1305.0357v1,24.325,51.28,6.7,72,5.14,79,370,13.15,59,4865,11,11,2.8 %,54
15870,0804.0400v1,16.2,72.19,6.5,397,1.49,30,592,5.47,45,3240,8,6,2.69 %,13
15871,1305.0786v1,32.055,80.65,5.8,336,2.44,111,820,7.82,78,6411,22,3,2.85 %,37
15872,1305.3042v2,28.985,70.13,6.0,250,2.88,61,719,8.06,70,5797,15,24,2.85 %,18
15873,1305.1334v2,84.725,59.57,2.0,698,2.31,87,1610,10.52,87,16945,90,1,2.24 %,75
15874,1305.4552v2,5.82,61.6,6.9,16,4.69,31,75,15.52,63,1164,0,6,2.15 %,7
15875,0804.2776v1,16.51,67.08,5.9,83,4.36,43,362,9.12,56,3302,12,0,3.36 %,6
15876,1305.7296v1,21.46,64.85,6.5,116,3.06,41,355,12.09,95,4292,26,7,2.42 %,43
15877,0804.1445v1,9.8,69.52,5.9,24,5.92,32,142,13.8,73,1960,15,0,2.4 %,15
15878,0804.4223v1,36.195,59.37,2.1,132,3.77,71,498,14.54,88,7239,20,1,2.18 %,12
15879,1305.0371v2,19.57,72.7,6.3,187,2.37,33,443,8.84,53,3914,12,5,1.76 %,14
15880,1305.5517v2,16.975,50.36,6.8,42,6.67,53,280,12.12,63,3395,20,3,2.71 %,27
15881,1305.2844v2,45.165,58.72,6.1,153,5.47,79,837,10.79,100,9033,18,7,3.3 %,75
15882,0804.3733v1,11.105,65.25,6.2,75,2.91,78,218,10.19,52,2221,8,0,2.7 %,39
15883,1305.3064v1,19.14,67.99,6.8,226,2.39,95,541,7.08,97,3828,6,2,2.69 %,7
15884,1305.6602v1,15.05,66.27,6.7,135,2.41,43,325,9.26,78,3010,1,0,3.99 %,6
15885,0804.1094v1,36.68,75.34,1.7,231,3.0,36,694,10.57,64,7336,58,0,2.47 %,21
15886,1305.3827v1,35.72,66.37,5.8,153,3.93,71,602,11.87,84,7144,37,1,2.13 %,26
15887,1305.4574v1,36.05,53.75,6.3,188,3.21,37,604,11.94,76,7210,24,5,2.08 %,49
15888,1305.1312v1,80.275,60.99,5.8,368,3.24,63,1194,13.45,117,16055,86,7,3.23 %,70
15889,1305.2042v2,31.655,56.49,6.4,292,2.28,39,667,9.49,45,6331,15,11,2.64 %,63
15890,0804.4266v1,27.655,56.59,6.2,192,3.24,48,622,8.89,51,5531,22,0,2.1 %,77
15891,0804.1400v1,14.75,62.51,6.7,132,2.58,96,340,8.68,59,2950,3,0,3.05 %,5
15892,1305.1786v1,20.11,62.61,6.6,165,2.29,39,378,10.64,90,4022,15,0,2.39 %,29
15893,0804.3776v1,28.185,58.86,6.5,136,3.21,30,437,12.9,97,5637,37,8,3.18 %,10
15894,1305.6296v1,64.49,72.84,2.3,482,2.21,60,1067,12.09,100,12898,30,15,2.09 %,135
15895,1305.5552v2,18.815,57.0,6.8,44,5.3,23,233,16.15,82,3763,8,1,2.87 %,14
15896,0804.1892v1,59.39,45.26,6.8,273,2.57,31,701,16.94,142,11878,51,11,2.46 %,32
15897,1305.6647v1,48.95,63.32,5.9,233,3.58,88,835,11.72,84,9790,26,2,2.08 %,34
15898,0804.0463v2,13.75,67.38,6.5,53,5.15,117,273,10.07,55,2750,2,0,3.27 %,13
15899,1305.1357v1,82.675,67.28,5.8,240,4.85,47,1164,14.21,170,16535,29,16,2.43 %,58
15900,1305.4531v1,49.695,65.49,6.0,673,1.73,92,1166,8.52,65,9939,13,0,3.14 %,54
15901,1305.3862v1,67.15,47.35,6.3,838,1.71,81,1434,9.37,86,13430,23,2,2.97 %,69
15902,1305.7208v2,39.715,76.29,6.0,410,2.28,80,933,8.51,70,7943,25,0,2.23 %,58
15903,1305.5797v3,110.985,61.33,2.1,621,2.3,25,1431,15.51,135,22197,41,1,2.79 %,266
15904,1305.3099v1,53.655,69.75,2.1,438,2.24,92,982,10.93,121,10731,70,1,2.56 %,114
15905,0804.3840v4,82.61,56.39,2.8,2430,1.31,51,3183,5.19,89,16522,36,2,2.64 %,120
15906,1305.4589v1,50.95,59.87,5.9,255,3.06,76,781,13.05,71,10190,24,1,2.28 %,55
15907,0804.1069v1,8.695,58.52,7.2,30,3.87,16,116,14.99,86,1739,2,8,2.47 %,6
15908,0804.0232v3,37.605,62.61,6.0,506,1.89,64,958,7.85,84,7521,11,5,2.35 %,28
15909,1305.5978v2,20.115,67.59,6.5,288,2.15,87,619,6.5,53,4023,7,9,3.9 %,22
15910,1305.4158v1,76.31,73.1,1.7,266,4.35,63,1156,13.2,93,15262,139,0,2.99 %,47
15911,1305.1422v4,30.625,48.94,6.7,175,3.07,33,538,11.38,64,6125,10,6,2.16 %,57
15912,1305.2613v3,31.94,59.98,6.5,301,1.99,27,599,10.66,68,6388,24,13,1.82 %,27
15913,1305.3448v1,10.185,60.65,6.6,19,8.11,43,154,13.23,89,2037,4,1,1.57 %,4
15914,0804.3339v2,6.25,59.64,7.3,20,5.85,45,117,10.68,43,1250,4,3,1.44 %,8
15915,1305.4346v3,17.69,44.27,6.9,86,2.87,24,247,14.32,66,3538,8,3,1.55 %,9
15916,0804.4629v2,75.635,63.73,1.7,758,2.23,54,1693,8.94,84,15127,56,1,2.74 %,45
15917,0804.1277v3,13.635,67.89,6.3,78,4.24,98,331,8.24,49,2727,3,2,3.74 %,7
15918,1305.4797v3,116.49,60.92,2.5,1349,2.28,87,3081,7.56,114,23298,73,14,2.44 %,75
15919,1305.6208v2,28.105,84.07,2.4,631,1.36,39,857,6.56,70,5621,13,0,1.6 %,7
15920,0804.1849v2,41.695,79.94,2.0,777,2.11,80,1643,5.08,71,8339,25,2,1.77 %,13
15921,1305.5158v1,42.37,56.89,6.4,120,4.63,29,556,15.24,66,8474,17,13,2.37 %,42
15922,1305.2448v1,72.875,55.17,6.0,519,2.45,47,1273,11.45,227,14575,51,19,1.96 %,58
15923,1305.2099v1,67.4,70.06,5.8,926,1.79,34,1653,8.15,92,13480,31,72,2.21 %,64
15924,0804.3258v6,36.635,58.62,5.7,158,3.71,24,586,12.5,78,7327,42,0,2.2 %,22
15925,1305.5589v1,22.11,57.3,6.6,90,4.07,29,366,12.08,54,4422,8,2,1.97 %,25
15926,0804.0069v1,46.795,53.99,6.3,921,1.48,33,1362,6.87,89,9359,8,3,2.36 %,162
15927,1305.4616v2,57.5,71.07,1.9,480,2.35,72,1128,10.2,89,11500,28,1,3.05 %,91
15928,0804.2432v1,47.39,72.73,2.0,417,2.09,21,872,10.87,81,9478,9,0,2.72 %,7
15929,0804.0744v1,56.05,58.01,1.8,77,9.04,32,696,16.11,108,11210,22,2,2.24 %,24
15930,0804.3080v2,12.855,57.61,7.3,95,2.49,33,237,10.85,65,2571,2,0,2.53 %,15
15931,1305.1833v2,40.565,74.93,1.8,192,3.87,68,743,10.92,100,8113,39,4,2.35 %,29
15932,1305.6560v2,49.105,79.33,1.8,176,5.25,61,924,10.63,92,9821,13,2,3.18 %,47
15933,1305.0013v1,90.685,58.18,2.6,1531,1.56,52,2395,7.57,95,18137,24,4,1.99 %,60
15934,1305.5675v1,46.375,62.21,6.0,386,2.25,50,867,10.7,133,9275,17,5,2.37 %,83
15935,0804.0395v1,64.1,64.0,2.7,1313,1.37,27,1793,7.15,103,12820,14,1,2.28 %,63
15936,1305.1248v3,28.48,49.69,6.5,95,3.69,61,351,16.23,84,5696,20,2,2.65 %,40
15937,0804.1727v2,45.805,68.23,6.2,250,3.29,65,822,11.14,77,9161,22,1,2.47 %,18
15938,0804.4141v2,31.955,78.89,2.9,912,1.33,66,1213,5.27,80,6391,16,0,1.36 %,24
15939,1305.6758v3,32.585,47.01,6.5,330,1.94,38,641,10.17,50,6517,10,7,2.21 %,50
15940,1305.7503v1,21.39,60.04,6.5,73,4.79,36,350,12.22,57,4278,12,0,2.78 %,8
15941,1305.2365v1,36.605,6.18,8.7,380,1.54,52,587,12.47,117,7321,4,0,3.22 %,51
15942,1305.0850v1,11.055,43.93,7.0,24,7.17,33,172,12.85,37,2211,3,2,2.13 %,20
15943,1305.7197v1,60.42,51.62,6.0,843,1.71,165,1438,8.4,75,12084,39,14,2.89 %,51
15944,0804.2477v1,16.51,67.69,6.3,53,5.11,71,271,12.18,47,3302,11,2,3.09 %,14
15945,1305.4653v2,14.515,75.13,6.0,78,3.59,69,280,10.37,71,2903,23,2,1.89 %,9
15946,1305.3343v2,14.0,55.61,6.9,179,2.13,31,381,7.35,124,2800,2,1,2.39 %,7
15947,1305.0487v1,33.485,70.53,5.9,296,3.14,115,930,7.2,99,6697,11,3,3.48 %,24
15948,0804.0701v1,29.725,64.85,1.9,220,4.55,61,1000,5.95,66,5945,10,0,2.42 %,13
15949,0804.3414v2,37.005,57.51,7.0,388,1.9,19,737,10.04,70,7401,9,2,1.61 %,39
15950,1305.3792v2,47.07,51.62,6.2,487,1.92,55,935,10.07,56,9414,14,1,2.53 %,79
15951,1305.5630v1,27.945,56.29,6.2,66,6.26,46,413,13.53,104,5589,11,10,2.33 %,36
15952,1305.0056v1,16.735,64.64,6.4,173,2.25,46,389,8.6,99,3347,5,3,3.17 %,20
15953,1305.0815v1,36.47,48.74,6.3,189,2.81,36,532,13.71,59,7294,10,4,2.58 %,33
15954,1305.2320v1,30.035,54.97,6.6,227,2.84,56,644,9.33,59,6007,15,3,2.1 %,21
15955,0804.4104v2,46.54,51.04,6.6,660,1.76,104,1160,8.02,84,9308,32,8,1.88 %,76
15956,0804.2451v2,88.015,62.95,2.0,466,3.17,50,1477,11.92,134,17603,48,13,2.41 %,76
15957,1305.0248v3,20.24,72.7,6.1,247,2.41,68,595,6.8,58,4048,15,2,3.51 %,29
15958,1305.4675v1,181.26,65.35,1.8,1880,3.09,44,5800,6.25,75,36252,189,12,2.01 %,286
15959,1305.1013v1,40.445,42.79,6.4,291,2.09,39,608,13.3,77,8089,12,11,1.84 %,50
15960,0804.1395v1,76.645,71.28,1.9,392,3.13,78,1227,12.49,112,15329,110,2,2.73 %,80
15961,1305.1850v1,21.62,80.38,6.2,336,1.79,78,602,7.18,53,4324,16,8,2.43 %,4
15962,1305.3365v1,11.135,57.91,6.8,323,1.34,19,433,5.14,65,2227,2,0,1.62 %,7
15963,1305.6503v1,55.455,60.69,1.9,313,4.11,77,1286,8.62,86,11091,33,0,1.79 %,7
15964,0804.3432v1,20.915,62.48,6.8,827,1.24,63,1028,4.07,89,4183,8,0,2.13 %,21
15965,1305.5616v2,34.63,72.39,5.8,358,2.26,72,808,8.57,94,6926,9,1,2.32 %,40
15966,1305.6991v1,17.86,78.15,6.3,479,1.59,84,761,4.69,81,3572,10,0,1.79 %,3
15967,0804.1744v1,14.07,70.4,6.6,183,1.93,51,353,7.97,90,2814,0,0,1.63 %,21
15968,0804.4122v1,11.98,69.52,6.5,140,2.29,73,320,7.49,48,2396,10,2,4.38 %,12
15969,1305.1056v1,122.55,50.74,2.5,1747,1.62,37,2825,8.68,79,24510,69,4,2.26 %,292
15970,1305.4630v1,78.39,57.2,5.9,284,4.19,102,1190,13.17,97,15678,85,29,1.86 %,85
15971,0804.0762v2,14.475,67.89,6.4,88,3.81,132,335,8.64,69,2895,9,0,3.39 %,8
15972,1305.6546v1,72.51,62.11,1.9,475,2.81,88,1333,10.88,71,14502,62,2,2.4 %,20
15973,1305.3320v1,38.755,53.34,6.3,356,1.91,19,680,11.4,54,7751,21,13,2.35 %,35
15974,1305.1815v1,5.095,75.13,5.8,10,7.5,33,75,13.59,91,1019,3,0,2.06 %,0
15975,1305.6197v1,12.025,57.61,6.5,26,8.42,77,219,10.98,60,2405,1,4,2.04 %,16
15976,0804.3477v1,9.595,58.76,7.1,173,1.72,17,298,6.44,48,1919,10,0,1.72 %,26
15977,1305.1487v1,85.975,39.6,6.2,343,3.25,51,1115,15.42,100,17195,34,22,1.95 %,165
15978,0804.4167v1,60.69,62.01,2.0,440,3.01,82,1324,9.17,62,12138,34,1,3.62 %,49
15979,0804.1701v1,17.105,46.2,7.2,59,4.14,37,244,14.02,62,3421,9,5,2.34 %,13
15980,1305.2343v2,24.94,63.12,6.5,104,3.6,32,374,13.34,59,4988,9,4,2.27 %,21
15981,1305.6213v1,16.08,53.24,6.5,108,2.51,34,271,11.87,81,3216,19,2,2.33 %,23
15982,1305.3475v1,17.42,62.21,7.0,92,3.52,56,324,10.75,67,3484,6,0,3.42 %,42
15983,1305.4926v1,171.76,62.61,1.9,2413,2.43,39,5862,5.86,115,34352,89,49,2.34 %,291
15984,0804.1485v1,85.155,74.83,1.5,460,4.2,70,1930,8.82,77,17031,67,1,3.05 %,45
15985,1305.1703v1,38.075,55.37,6.1,433,1.95,35,845,9.01,77,7615,29,2,2.52 %,22
15986,1305.4165v1,26.23,58.35,6.1,278,2.4,29,666,7.88,57,5246,9,0,2.52 %,13
15987,1305.5945v2,36.04,52.43,6.4,331,2.0,23,661,10.9,62,7208,12,2,2.19 %,43
15988,1305.7270v2,19.415,59.84,6.6,303,1.9,62,577,6.73,105,3883,3,1,2.01 %,18
15989,0804.4632v1,33.75,56.6,3.1,720,2.23,79,1609,4.2,317,6750,18,9,1.67 %,55
15990,0804.1054v1,62.39,62.21,1.9,451,2.71,67,1224,10.19,98,12478,31,2,2.57 %,43
15991,0804.1817v1,41.85,52.12,6.0,270,2.97,91,803,10.42,72,8370,14,19,2.59 %,47
15992,0804.3322v1,23.975,51.52,6.8,66,4.56,57,301,15.93,74,4795,16,7,2.04 %,26
15993,1305.0760v2,27.79,75.84,6.0,285,2.37,67,676,8.22,44,5558,7,5,2.77 %,20
15994,1305.7499v3,28.81,65.05,5.7,164,3.32,93,545,10.57,58,5762,17,0,2.24 %,23
15995,0804.0072v2,23.06,57.2,6.4,76,4.41,42,335,13.77,57,4612,20,2,2.34 %,26
15996,1305.4963v1,10.63,52.7,7.2,37,5.57,49,206,10.32,61,2126,8,3,2.73 %,19
15997,1305.3430v1,31.25,59.67,5.9,91,4.2,33,382,16.36,83,6250,15,1,1.73 %,35
15998,1305.6256v1,25.855,47.93,6.6,259,2.19,60,566,9.14,64,5171,16,9,3.33 %,47
15999,1305.4120v1,18.93,59.47,6.6,246,2.13,30,525,7.21,93,3786,1,0,2.83 %,7
16000,1305.1746v1,28.6,69.18,6.5,302,2.34,32,706,8.1,56,5720,12,1,2.5 %,36
16001,0804.0831v2,14.89,58.25,7.1,68,3.5,69,238,12.51,219,2978,3,0,3.26 %,4
16002,0804.2304v2,47.555,47.25,6.1,329,3.2,104,1053,9.03,113,9511,13,3,2.45 %,158
16003,0804.1011v1,14.12,63.73,6.3,124,2.43,59,301,9.38,123,2824,3,1,2.73 %,2
16004,0804.4677v1,39.66,55.71,6.3,490,1.86,56,909,8.73,82,7932,45,6,2.46 %,51
16005,1305.1397v1,50.05,72.33,2.4,700,1.78,87,1243,8.05,64,10010,16,0,1.63 %,80
16006,1305.7235v2,62.8,49.32,6.3,529,1.86,27,982,12.79,101,12560,20,14,2.21 %,47
16007,1305.5143v2,41.955,49.69,6.7,98,5.86,55,574,14.62,66,8391,12,20,1.75 %,75
16008,0804.3367v1,15.03,55.68,6.8,153,2.24,21,342,8.79,55,3006,18,2,2.69 %,32
16009,0804.1852v1,22.375,62.21,6.5,369,1.85,41,684,6.54,59,4475,4,0,2.88 %,27
16010,1305.6687v1,18.795,59.33,6.6,47,6.85,67,322,11.67,58,3759,5,9,3.22 %,14
16011,0804.0054v1,35.63,56.39,6.1,125,3.7,22,463,15.39,56,7126,67,6,1.53 %,88
16012,1305.6270v2,56.265,72.7,5.7,848,1.9,130,1614,6.97,63,11253,19,0,2.5 %,39
16013,1305.4106v2,24.415,65.09,6.3,343,1.83,27,627,7.79,62,4883,12,1,2.11 %,28
16014,0804.2322v1,15.515,59.03,6.8,49,5.67,41,278,11.16,50,3103,13,1,2.13 %,18
16015,0804.0817v1,10.465,65.05,6.9,14,10.93,54,153,13.68,77,2093,0,2,3.39 %,11
16016,1305.3884v2,42.835,57.61,6.2,557,2.2,67,1225,6.99,61,8567,13,4,2.59 %,23
16017,0804.1037v2,8.44,64.14,7.0,129,1.92,57,248,6.81,41,1688,3,0,3.08 %,6
16018,1305.5926v1,73.255,46.85,6.2,227,4.42,56,1003,14.61,148,14651,29,9,2.1 %,97
16019,1305.2475v1,20.565,54.56,6.4,217,1.91,19,414,9.93,87,4113,11,2,2.67 %,76
16020,1305.7213v1,27.97,76.05,5.6,224,2.83,86,633,8.84,113,5594,32,1,2.41 %,15
16021,0804.0485v1,12.455,50.06,6.8,14,13.64,60,191,13.04,81,2491,7,6,2.73 %,4
16022,1305.5165v1,21.415,54.05,6.4,145,2.5,39,362,11.83,96,4283,4,3,1.68 %,14
16023,1305.0703v1,70.005,61.19,6.2,821,1.84,96,1511,9.27,64,14001,36,25,2.44 %,42
16024,0804.3341v2,19.175,54.56,6.5,127,2.69,40,342,11.21,43,3835,8,1,2.01 %,21
16025,0804.0011v1,50.39,63.12,5.7,281,3.28,45,922,10.93,86,10078,76,2,1.7 %,35
16026,1305.0397v1,24.705,34.8,7.6,353,1.42,18,502,9.84,82,4941,10,6,1.8 %,32
16027,0804.2692v5,23.72,76.29,6.3,258,2.05,54,529,8.97,52,4744,13,0,2.0 %,32
16028,0804.0852v1,25.115,57.61,6.0,271,1.99,53,538,9.34,41,5023,5,1,2.95 %,44
16029,0804.2367v1,30.08,63.73,6.2,73,5.78,30,422,14.26,63,6016,25,9,2.51 %,22
16030,1305.1725v2,19.89,55.37,6.8,202,2.01,40,406,9.8,70,3978,14,4,2.06 %,22
16031,1305.7256v1,72.79,60.83,8.1,1871,1.19,33,2230,6.53,441,14558,12,8,1.13 %,28
16032,1305.2430v1,52.73,61.8,6.0,265,2.78,30,736,14.33,53,10546,14,1,2.26 %,27
16033,1305.5963v1,30.43,62.72,5.9,380,2.48,37,942,6.46,60,6086,16,0,2.3 %,79
16034,0804.1072v2,48.18,64.95,3.0,961,1.37,40,1315,7.33,100,9636,16,0,1.15 %,23
16035,0804.3304v2,137.485,59.6,2.4,1201,2.13,78,2559,10.75,117,27497,49,5,1.87 %,129
16036,0804.1831v2,29.27,66.71,6.0,453,1.58,58,716,8.18,69,5854,8,0,1.88 %,23
16037,1305.0746v1,31.9,69.04,1.9,190,2.85,27,542,11.77,79,6380,13,0,2.51 %,4
16038,1305.5120v1,22.72,50.91,7.2,227,2.0,21,454,10.01,53,4544,8,8,1.67 %,42
16039,0804.4139v2,19.705,59.13,6.5,93,3.91,35,364,10.83,52,3941,5,8,2.49 %,16
16040,1305.0828v1,55.755,51.62,6.2,209,3.45,44,721,15.47,318,11151,33,21,2.47 %,31
16041,1305.2001v4,56.555,61.8,1.9,224,5.8,224,1300,8.7,126,11311,63,1,2.33 %,23
16042,1305.2842v4,33.9,67.01,6.0,567,1.69,65,957,7.08,56,6780,8,0,2.67 %,18
16043,0804.3429v2,17.565,60.08,6.1,93,2.87,20,267,13.16,79,3513,11,4,1.94 %,6
16044,1305.2358v1,27.17,54.32,6.6,35,15.09,133,528,10.29,73,5434,24,0,2.26 %,37
16045,1305.5648v1,10.805,62.04,6.5,73,2.68,35,196,11.03,94,2161,0,0,3.52 %,6
16046,0804.0779v1,8.965,63.53,6.8,97,2.2,34,213,8.42,48,1793,4,0,2.45 %,4
16047,1305.5299v1,47.705,42.75,6.8,178,3.75,36,668,14.28,188,9541,36,9,2.31 %,113
16048,1305.2789v1,36.72,60.99,6.0,288,2.44,32,703,10.45,54,7344,20,2,1.92 %,38
16049,0804.1420v4,14.055,55.65,6.9,206,1.49,34,306,9.19,69,2811,1,3,1.99 %,19
16050,0804.4246v4,31.76,66.78,5.6,200,2.94,58,589,10.78,97,6352,56,0,1.51 %,24
16051,1305.0008v2,52.85,54.05,6.2,252,3.04,32,766,13.8,83,10570,58,12,2.4 %,160
16052,1305.1828v1,11.81,60.24,6.9,80,3.27,44,262,9.02,44,2362,8,1,2.84 %,12
16053,1305.0230v3,8.78,60.08,6.9,20,5.45,22,109,16.11,97,1756,12,2,1.48 %,11
16054,1305.2905v3,15.51,61.8,6.6,184,2.12,56,391,7.93,67,3102,3,1,2.29 %,11
16055,0804.1779v1,52.13,65.29,6.0,653,1.85,56,1207,8.64,143,10426,24,8,1.73 %,34
16056,1305.4299v1,15.86,56.69,7.4,133,2.17,31,289,10.98,58,3172,11,1,2.4 %,42
16057,0804.0522v3,33.18,65.22,6.5,523,1.63,62,855,7.76,80,6636,18,5,1.79 %,21
16058,1305.3789v1,44.9,46.64,7.3,397,2.2,76,874,10.27,56,8980,19,9,2.17 %,57
16059,1305.3358v1,19.76,54.66,6.0,148,2.49,40,369,10.71,64,3952,27,0,1.59 %,85
16060,1305.1332v4,85.46,60.21,2.4,744,2.1,22,1562,10.94,131,17092,44,6,2.69 %,49
16061,1305.4554v4,8.3,82.78,6.1,83,2.29,14,190,8.74,37,1660,7,4,2.47 %,8
16062,1305.4648v1,34.52,58.35,6.3,171,2.99,44,511,13.51,63,6904,22,1,2.2 %,26
16063,1305.2940v3,54.975,49.49,6.7,147,4.52,30,665,16.53,90,10995,75,6,2.24 %,79
16064,1305.0461v2,24.035,60.69,6.6,248,1.94,29,481,9.99,79,4807,6,4,2.87 %,21
16065,1305.1890v1,60.75,64.14,6.1,284,3.2,32,909,13.37,77,12150,47,14,1.39 %,118
16066,0804.3023v1,70.395,44.37,5.9,462,4.1,115,1895,7.43,148,14079,41,3,2.12 %,107
16067,0804.3860v1,40.675,73.21,1.7,175,3.53,38,618,13.16,193,8135,12,0,3.77 %,26
16068,0804.4533v1,20.79,63.32,5.8,88,3.51,47,309,13.46,69,4158,15,1,1.95 %,20
16069,0804.1355v1,55.405,63.83,5.7,204,4.42,70,901,12.3,104,11081,39,2,2.52 %,20
16070,1305.1402v1,42.865,56.69,6.2,265,3.4,57,902,9.5,56,8573,7,1,2.22 %,73
16071,1305.4264v1,22.035,56.49,6.4,201,2.0,38,402,10.96,50,4407,8,3,2.38 %,83
16072,1305.6951v1,48.835,50.09,2.2,176,3.68,47,648,15.07,119,9767,26,0,2.86 %,20
16073,0804.1784v1,17.225,58.55,6.6,83,2.54,19,211,16.33,110,3445,8,1,2.06 %,17
16074,0804.0336v2,16.86,69.41,6.3,85,4.11,87,349,9.66,57,3372,12,4,3.08 %,8
16075,1305.6112v1,31.82,46.51,6.6,113,3.52,31,398,15.99,84,6364,15,2,2.69 %,49
16076,1305.3774v1,49.11,59.98,6.0,477,2.31,71,1103,8.9,102,9822,69,2,2.34 %,144
16077,1305.6586v1,31.16,56.49,6.2,63,7.46,38,470,13.26,114,6232,11,2,2.7 %,32
16078,0804.3066v1,19.23,58.52,6.9,88,4.22,124,371,10.37,65,3846,9,4,2.05 %,27
16079,1305.7134v2,79.41,36.59,6.6,477,2.07,49,986,16.11,109,15882,28,7,1.86 %,81
16080,1305.1096v1,56.085,57.81,6.0,224,4.25,52,953,11.77,102,11217,72,29,3.01 %,96
16081,0804.1310v1,18.845,70.87,6.2,90,3.63,45,327,11.53,228,3769,14,2,1.51 %,24
16082,0804.4576v1,43.24,71.72,2.1,368,2.08,23,767,11.28,147,8648,54,2,3.36 %,44
16083,0804.3825v1,13.595,61.5,6.1,83,2.66,30,221,12.3,79,2719,8,1,2.1 %,29
16084,0804.2005v2,686.605,-133.32,11.7,1088,26.9,666,29263,4.69,835,137321,3,0,0.02 %,1
16085,1305.2383v2,15.185,73.31,6.2,64,3.8,37,243,12.5,67,3037,4,0,1.88 %,8
16086,1305.6914v1,23.265,63.46,6.3,374,1.6,46,598,7.78,62,4653,2,1,3.57 %,24
16087,1305.4221v1,16.59,59.77,6.5,118,2.69,41,317,10.47,92,3318,8,0,2.47 %,5
16088,1305.1447v1,24.795,54.6,6.5,255,2.05,44,523,9.48,63,4959,12,2,2.7 %,4
16089,1305.3731v1,35.425,60.08,6.3,534,1.74,72,931,7.61,97,7085,11,4,2.16 %,35
16090,1305.6157v1,16.74,56.26,6.4,115,2.37,27,272,12.31,71,3348,9,0,2.57 %,25
16091,0804.2846v2,45.56,60.92,6.5,475,2.08,65,990,9.2,105,9112,11,10,2.03 %,46
16092,0804.0373v2,56.705,57.74,6.1,328,2.95,73,969,11.7,136,11341,37,12,2.66 %,49
16093,1305.5693v2,24.995,57.61,6.5,101,3.93,32,397,12.59,56,4999,6,2,2.2 %,33
16094,1305.5264v1,15.28,53.34,7.1,44,5.18,39,228,13.4,60,3056,8,3,3.08 %,22
16095,1305.0402v1,23.475,68.98,2.5,898,1.18,14,1063,4.42,99,4695,15,0,1.98 %,14
16096,0804.0784v1,12.82,64.0,6.3,34,7.29,80,248,10.34,72,2564,9,3,3.28 %,14
16097,1305.2774v1,52.545,62.48,2.6,507,1.76,41,890,11.81,116,10509,33,1,1.31 %,30
16098,1305.7112v1,40.975,72.5,1.9,186,3.97,51,739,11.09,80,8195,27,2,2.88 %,23
16099,0804.4550v2,61.32,64.14,1.8,287,4.32,77,1239,9.9,91,12264,11,0,2.83 %,24
16100,1305.6349v3,43.98,63.32,2.0,233,3.24,31,755,11.65,83,8796,27,5,1.61 %,33
16101,1305.0890v1,18.795,68.2,6.3,202,2.38,55,481,7.81,58,3759,3,1,3.56 %,21
16102,0804.2023v1,27.96,44.92,6.7,208,2.08,53,432,12.94,105,5592,24,4,2.13 %,50
16103,1305.1461v2,29.685,78.21,5.9,336,2.07,70,694,8.55,47,5937,28,1,2.07 %,49
16104,1305.6798v3,27.27,66.98,6.3,239,2.74,82,656,8.31,167,5454,17,3,3.34 %,26
16105,1305.6932v2,54.275,55.41,6.1,631,1.76,47,1113,9.75,74,10855,24,1,2.37 %,40
16106,1305.6171v2,23.275,62.78,6.2,50,7.56,57,378,12.31,48,4655,17,2,3.18 %,41
16107,1305.3717v2,17.455,59.23,6.5,118,3.48,119,411,8.49,54,3491,3,0,2.41 %,8
16108,0804.0355v1,16.255,60.58,6.7,83,3.12,31,259,12.55,90,3251,9,10,2.8 %,16
16109,0804.2860v1,38.72,63.02,5.9,107,5.31,47,568,13.63,82,7744,32,2,2.83 %,30
16110,1305.0447v1,24.87,57.81,6.5,193,2.25,29,435,11.43,132,4974,7,2,1.93 %,41
16111,1305.5221v1,25.94,60.14,6.7,87,5.93,81,516,10.05,64,5188,9,5,3.82 %,16
16112,0804.3005v2,16.88,58.11,6.7,36,6.17,35,222,15.21,67,3376,3,0,2.81 %,18
16113,0804.4515v2,16.775,86.64,5.6,144,3.49,110,503,6.67,133,3355,5,1,4.38 %,10
16114,0804.3846v2,33.93,57.2,1.8,145,5.03,69,729,9.31,85,6786,29,0,1.81 %,5
16115,1305.4839v3,22.425,70.97,6.4,352,1.62,32,570,7.87,70,4485,15,5,2.52 %,13
16116,1305.7157v1,23.11,58.62,6.4,116,3.53,78,410,11.27,116,4622,10,6,2.4 %,12
